Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store
2010 Sumarroca Temps de Flors Vino de la Costa Catalan,White,Blend,$11.99,Temps de Flors Vino de la Costa Catalan 2010 - True To Its Name (http://www.reversewinesnob.com/2012/06/temps-de-flors-vino-de-la-costa-catalan.html),Highly Recommended,7.8,8,Other
2010 The Show Garnacha ,Red,Garnacha,$11.99,The Show Garnacha 2010 - No Circus Clowns Needed (http://www.reversewinesnob.com/2012/12/the-show-garnacha-2010-no-circus-clowns-needed.html),Highly Recommended,7.8,8,Other
2010 Trapiche Broquel Malbec,Red,Malbec,$10.99,Trapiche Broquel Malbec 2010 - A Step Up From Your Standard Malbec (http://www.reversewinesnob.com/2013/10/trapiche-broquel-malbec.html),Highly Recommended,7.8,8,Costco
2010 Wild Horse Central Coast Merlot,Red,Merlot,$10.99,Wild Horse Central Coast Merlot 2010 - Wildly Good (http://www.reversewinesnob.com/2013/02/wild-horse-central-coast-merlot.html),Highly Recommended,7.8,8,Other
2011 Chateau De Clapier Calligrappe Red,Red,Blend,$11.99,Chateau De Clapier Calligrappe Red 2011 - Lovely! (http://www.reversewinesnob.com/2014/03/chateau-de-clapier-calligrappe.html),Highly Recommended,7.8,8,Other
2011 Donnafugata Anthilia Sicilia Bianco,White,Blend,$11.99,Donnafugata Anthilia Sicilia Bianco 2011 - A Succulent Sicilian (http://www.reversewinesnob.com/2012/09/donnafugata-anthilia-sicilia-bianco.html),Highly Recommended,7.8,8,Other
2011 GAIA 14-18h Agiorgitiko Rosé Peloponnese,Rosé,Agiorgitiko,$11.99,GAIA 14-18h Agiorgitiko Rosé 2011 - Go To The Greek (http://www.reversewinesnob.com/2012/07/gaia-14-18h-agiorgitiko-rose-2011-go-to.html),Highly Recommended,7.8,8,Other
2011 Joseph Drouhin Laforet Bourgogne Pinot Noir,White,Chardonnay,$11.99,Joseph Drouhin Laforet Bourgogne Chardonnay and Pinot Noir - A Pair of Bargains from Burgundy (http://www.reversewinesnob.com/2013/08/joseph-drouhin-laforet-bourgogne.html),Highly Recommended,7.8,8,Other
2011 Kaiken Terroir Series Corte Malbec Blend,Red,Blend,$11.99,Kaiken Terroir Series Corte Malbec Blend 2011 - Release The Kaiken!  Read more: http://www.reversewinesnob.com/2014/11/kaiken-terroir-series-corte-malbec.html#ixzz3MqAVtJpP  Follow us: @ReverseWineSnob on Twitter | ReverseWineSnob on Facebook (http://www.reversewinesnob.com/2014/11/kaiken-terroir-series-corte-malbec.html),Highly Recommended,7.8,8,Other
2011 Kirkland Signature Sonoma County Old Vine Zinfandel,Red,Zinfandel,$10.99,Kirkland Signature Sonoma County Old Vine Zinfandel 2011 - Classic Zin At A Great Costco Price (http://www.reversewinesnob.com/2014/02/kirkland-signature-sonoma-county-old-vine-zinfandel.html),Highly Recommended,7.8,8,Costco
2011 Laurenz V. Singing Gruner Veltliner,White,Gruner Veltliner,$11.99,Laurenz V. Singing Gruner Veltliner 2011 - Awesome Austrians Wine #2 (http://www.reversewinesnob.com/2012/10/laurenz-v-singing-gruner-veltliner-2011.html),Highly Recommended,7.8,8,Other
2011 Murphy-Goode Homefront Red,Red,Blend,$11.99,Murphy-Goode Homefront Red 2011 - Easily The Most Enjoyable Way Ever Created To Support The Troops (http://www.reversewinesnob.com/2013/09/murphy-goode-homefront-red.html),Highly Recommended,7.8,8,Other
2011 Protos Tinto Fino,Red,Tempranillo,$11.99,Protos Tinto Fino 2011 - Smooth And Easy (http://www.reversewinesnob.com/2014/04/protos-tinto-fino.html),Highly Recommended,7.8,8,Other
2011 Raats Original Unwooded Chenin Blanc,White,Chenin Blanc,$11.99,Raats Original Unwooded Chenin Blanc 2011 - A Natural Beauty (http://www.reversewinesnob.com/2012/08/raats-original-unwooded-chenin-blanc.html),Highly Recommended,7.8,8,Other
2011 Red Newt Cellars Semi-Dry Riesling,White,Riesling,$11.99,Finger Lakes Riesling Roundup - Round Two! (http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html),Highly Recommended,7.8,8,Other
2011 Ridge Crest Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,Ridge Crest Cabernet Sauvignon 2011 - Delicious And Fun To Drink! (http://www.reversewinesnob.com/2014/03/ridge-crest-cabernet-sauvignon.html),Highly Recommended,7.8,8,Other
2011 Stoneleigh Marlborough Sauvignon Blanc,White,Sauvignon Blanc,$11.99,Stoneleigh Marlborough Sauvignon Blanc 2011 - Lovely (http://www.reversewinesnob.com/2012/09/stoneleigh-marlborough-sauvignon-blanc.html),Highly Recommended,7.8,8,Other
2011 Uvaggio Vermentino,White,Vermentino,$11.99,Uvaggio Vermentino 2011 - Loco for Lodi (http://www.reversewinesnob.com/2013/05/uvaggio-vermentino-loco-for-lodi.html),Highly Recommended,7.8,8,Other
2012 Alto Cinco Garnacha,Red,Garnacha,$11.99,Alto Cinco Garnacha 2012 - Give Me Five (http://www.reversewinesnob.com/2014/07/alto-cinco-garnacha.html),Highly Recommended,7.8,8,Other
2012 Banfi Principessa Gavia Gavi,White,Gavi,$9.99,Principessa Gavia Gavi 2012 - Italian Royalty (http://www.reversewinesnob.com/2013/11/principessa-gavia-gavi.html),Highly Recommended,7.8,8,Other
2012 Bodegas Penalba Lopez Finca Torremilanos Monte Castrillo Rosado,Rosé,Tempranillo,$10.99,Monte Castrillo Rosado 2012 - The Lighter Side of Ribera Del Duero (http://www.reversewinesnob.com/2013/07/monte-castrillo-rosado.html),Highly Recommended,7.8,8,Other
2012 Cline Ancient Vines Zinfandel,Red,Zinfandel,$10.99,Cline Ancient Vines Zinfandel 2012 - Sublime (http://www.reversewinesnob.com/2013/08/cline-ancient-vines-zinfandel.html),Highly Recommended,7.8,8,Costco
2012 F. Stephen Millier Angel's Reserve Zinfandel,Red,Zinfandel,$11.99,F. Stephen Millier Angel's Reserve Zinfandel 2012 - Another Classic Lodi Zin (http://www.reversewinesnob.com/2014/06/f-stephen-millier-angels-reserve-zinfandel.html),Highly Recommended,7.8,8,Naked Wines
2012 Fuori Strada Off Road Sangiovese,Red,Sangiovese,$11.99,The Best Box Wines - Fuori Strada Off Road Sangiovese 2012 (http://www.reversewinesnob.com/2014/11/the-best-box-wines-fuori-strada-off-road-sangiovese.html),Highly Recommended,7.8,8,Other
2012 JC Van Staden Petite Sirah,Red,Petite Sirah,$11.99,"JC Van Staden Petite Sirah 2012 - Value, Value, Value (http://www.reversewinesnob.com/2014/06/jc-van-staden-petite-sirah.html)",Highly Recommended,7.8,8,Naked Wines
2012 Murphy-Goode California Pinot Noir,Red,Pinot Noir,$11.99,Murphy-Goode California Pinot Noir 2012 - Good Stuff! (http://www.reversewinesnob.com/2014/03/murphy-goode-california-pinot-noir.html),Highly Recommended,7.8,8,Other
2012 Red Knot Shiraz By Shingleback,Red,Shiraz,$11.99,Red Knot Shiraz 2012 By Shingleback - Bring On The Barbecue (http://www.reversewinesnob.com/2014/02/red-knot-shiraz-2012-by-shingleback.html),Highly Recommended,7.8,8,Costco
2012 Swedish Hill Winery Dry Riesling,White,Riesling,$11.99,Swedish Hill Dry Riesling 2012 - World Class Riesling From New York? (http://www.reversewinesnob.com/2014/03/swedish-hill-dry-riesling.html),Highly Recommended,7.8,8,Other
2012 Vina Mayu Pedro Ximenez,White,Ximenez,$11.99,Mayu Pedro Ximenez 2012 - A Refreshingly Refreshing Wine From A Grape You've Never Heard Of (http://www.reversewinesnob.com/2014/04/mayu-pedro-ximenez.html),Highly Recommended,7.8,8,Other
2012 Vina Tabali Reserva Viognier,White,Viognier,$10.99,"Vina Tabali Reserva Viognier 2012 - Tangy, Complex and Delicious (http://www.reversewinesnob.com/2013/11/vina-tabali-reserva-viognier.html)",Highly Recommended,7.8,8,Other
2013 Paco & Lola Albarino,White,Albarino,$11.99,Paco & Lola Albarino 2013 - A Love Story (http://www.reversewinesnob.com/2014/07/paco-lola-albarino.html),Highly Recommended,7.8,8,Other
90 Plus Cellars Lot 49 Sparkling Rosé,Sparkling,Prosecco,$11.99,"90 Plus Cellars Lot 49 Sparkling Rosé - Beautiful (Pink) Bubbles, Holiday Sparklers 2012 (http://www.reversewinesnob.com/2012/11/90-plus-cellars-lot-49-sparkling-rose.html)",Highly Recommended,7.8,8,Other
Sokol Blosser Evolution White,White,Blend,$10.99,Sokol Blosser Evolution White - A Masterful Creation (http://www.reversewinesnob.com/2014/04/sokol-blosser-evolution-white.html),Highly Recommended,7.8,8,Costco
2006 Penascal Estate Seleccion Especial Tempranillo-Shiraz,Red,Tempranillo,$5.99,"Penascal Estate Seleccion Especial Tempranillo Shiraz 2006 - Cheap, Old and Good (http://www.reversewinesnob.com/2013/08/penascal-estate-seleccion-especial-tempranillo-shiraz.html)",Highly Recommended,7.8,7,Other
2009 Cantina Del Grifone 1967 Toscana,Red,Sangiovese,$5.99,Cantina Del Grifone 1967 Toscana 2009 - Trader Joe's Week Wine #4 (http://www.reversewinesnob.com/2013/06/cantina-del-grifone-1967-toscana-trader-joes.html),Highly Recommended,7.8,7,Trader Joe's
2009 DnA Vineyards Benefactor Cellars,Red,Blend,$4.99,http://goo.gl/gSBp5,Highly Recommended,7.8,7,Trader Joe's
2009 Smoking Loon California Merlot,Red,Merlot,$5.99,http://www.reversewinesnob.com/2012/02/smoking-loon-california-merlot-2009.html,Highly Recommended,7.8,7,Other
2009 Smoking Loon Pinot Noir,Red,Pinot Noir,$5.99,http://www.reversewinesnob.com/2011/12/smoking-loon-pinot-noir-2009-hunt-for.html,Recommended Buy,7.8,7,Other
2010 Bodegas Callia Alta Torrontés,White,Torrontés,$6.99,Bodegas Callia Alta Torrontés 2010 - Sweet and Fresh (http://www.reversewinesnob.com/2012/06/bodegas-callia-alta-torrontes-2010.html),Highly Recommended,7.8,7,Other
2010 FlipFlop Moscato,White,Moscato,$5.99,http://www.reversewinesnob.com/2011/09/2010-flipflop-moscato-one-sweet-little.html,Highly Recommended,7.8,7,Other
2010 Flipflop Pinot Noir,Red,Pinot Noir,$5.99,http://www.reversewinesnob.com/2011/07/2010-flipflop-pinot-noir.html,Highly Recommended,7.8,7,Other
2010 Sogevinus Doural Tinto,Red,Blend,$5.99,Doural Tinto 2010 - A Table Wine You'll Be Happy To Have At Your Table (http://www.reversewinesnob.com/2014/03/doural-tinto.html),Highly Recommended,7.8,7,Other
2011 Concannon Selected Vineyards Petite Sirah,Red,Petite Sirah,$5.99,Concannon Selected Vineyards Petite Sirah 2011 - Cheap and Tasty (http://www.reversewinesnob.com/2013/09/concannon-selected-vineyards-petite-sirah.html),Highly Recommended,7.8,7,Other
2011 Concha y Toro Frontera Malbec,Red,Malbec,$4.99,Concha y Toro Frontera Malbec 2011 - A Smooth Jam (http://www.reversewinesnob.com/2013/10/concha-y-toro-frontera-malbec.html),Highly Recommended,7.8,7,Other
2011 Concha y Toro Xplorador Malbec,Red,Malbec,$5.99,Concha y Toro Xplorador Malbec 2011 - Stock Up (http://www.reversewinesnob.com/2012/07/concha-y-toro-xplorador-malbec-2011.html),Highly Recommended,7.8,7,Costco
2011 Indaba Chardonnay,White,Chardonnay,$5.99,Indaba Chardonnay 2011 - In Da Zone (http://www.reversewinesnob.com/2012/10/indaba-chardonnay-2011-in-da-zone.html),Highly Recommended,7.8,7,Other
2011 Mezzacorona Pinot Grigio Vigneti delle Dolomiti,White,Pinot Grigio,$5.99,Mezzacorona Pinot Grigio 2011 - Add It To The Short List (http://www.reversewinesnob.com/2013/03/mezzacorona-pinot-grigio.html),Highly Recommended,7.8,7,Other
2011 Rosa dell'Olmo Barbera d'Asti,Red,Barbera,$5.49,Rosa dell'Olmo Barbera d'Asti 2011 - Trader Joe's Top Picks Wine #12 (http://www.reversewinesnob.com/2014/05/rosa-dellolmo-barbera-dasti.html),Highly Recommended,7.8,7,Trader Joe's
2011 Tarima Monastrell,Red,Monastrell,$5.99,Tarima Monastrell 2011 - Costco Week Wine #5 (http://www.reversewinesnob.com/2013/02/tarima-monastrell-2011-costco.html),Highly Recommended,7.8,7,Costco
2011 TerraNoble Central Valley Chile Sauvignon Blanc,White,Sauvignon Blanc,$5.99,TerraNoble Sauvignon Blanc 2011 - A Fabulous Find For $5.99 (http://www.reversewinesnob.com/2012/08/terranoble-sauvignon-blanc-2011.html),Highly Recommended,7.8,7,Other
2011 Tilia Malbec,Red,Malbec,$5.99,Tilia Malbec 2011 - Velvet (http://www.reversewinesnob.com/2012/09/tilia-malbec-2011-velvet.html),Highly Recommended,7.8,7,Other
2012 Bodega Virgen de la Sierra Cruz de Piedra Garnacha Tinto,Red,Garnacha,$5.99,Cruz de Piedra Garnacha Tinto 2012 - Costco Plus The Calatayud Equals A Killer Combination (http://www.reversewinesnob.com/2014/03/cruz-de-piedra-garnacha-tinto.html),Highly Recommended,7.8,7,Costco
2012 Cono Sur Bicicleta Riesling,White,Riesling,$5.99,Cono Sur Bicicleta Riesling 2012 - Easy Rider (http://www.reversewinesnob.com/2013/10/cono-sur-bicicleta-riesling.html),Highly Recommended,7.8,7,Other
2012 Grifone Primitivo,Red,Primitivo,$3.99,Grifone Primitivo 2012 From Trader Joe's - Super Grape Jam! (http://www.reversewinesnob.com/2013/10/grifone-primitivo-trader-joes.html),Highly Recommended,7.8,7,Trader Joe's
2012 Tuella Douro by Symington Family Estates,Red,Blend,$5.99,Tuella Douro 2012 - A Trader Joe's $5.99 Hot Pick (http://www.reversewinesnob.com/2014/09/tuella-douro.html),Highly Recommended,7.8,7,Trader Joe's
2013 Big House White,Box,Blend,$16.99,The Best Box Wines - ​Big House White 2013 (http://www.reversewinesnob.com/2014/10/the-best-box-wines-big-house-white.html),Highly Recommended,7.8,7,Other
2013 Duca Del Frassino Garganega/Pinot Grigio,Box,Garganega,$16.99,The Best Box Wines - Duca Del Frassino Garganega/Pinot Grigio 2013 (http://www.reversewinesnob.com/2014/11/the-best-box-wines-duca-del-frassino-garganega-pinot-grigio.html),Highly Recommended,7.8,7,Other
2013 Esporao Alandra Branco (White),Box,Blend,$19.99,The Best Box Wines - Esporao Alandra White 2013 (http://www.reversewinesnob.com/2014/10/the-best-box-wines-esporao-alandra-white.html),Highly Recommended,7.8,7,Other
2013 Esporao Alandra Tinto (Red),Box,Blend,$19.99,The Best Box Wines - Esporao Alandra Red 2013 (http://www.reversewinesnob.com/2014/10/the-best-box-wines-esporao-alandra-red.html),Highly Recommended,7.8,7,Other
2013 Marques de Riscal Rueda,White,Verdejo,$5.99,Marques de Riscal Rueda 2013 - Leaves Your Mouth Watering For More (http://www.reversewinesnob.com/2014/09/marques-de-riscal-rueda.html),Highly Recommended,7.8,7,Other
2013 Target Wine Cube Sauvignon Blanc,Box,Sauvignon Blanc,$16.99,The Best Box Wines - Target Wine Cube Sauvignon Blanc 2013 and govino Wine Glasses (http://www.reversewinesnob.com/2014/10/the-best-box-wines-target-wine-cube-sauvignon-blanc.html),Highly Recommended,7.8,7,Other
Flipflop Left Coast Malbec,Red,Malbec,$5.99,Flipping Tasty (http://www.reversewinesnob.com/2012/04/flipflop-left-coast-malbec-flipping.html),Highly Recommended,7.8,7,Other
flipflop Sauvignon Blanc,White,Sauvignon Blanc,$5.99,flipflop Left Coast Sauvignon Blanc - The Truth Is In The Bottle (http://www.reversewinesnob.com/2012/06/flipflop-sauvignon-blanc-truth-is-in.html),Highly Recommended,7.8,7,Other
Jack Tone Vineyards Red Wine Bottle Blend 3L Bag-in-Box,Red,Blend,$19.99,http://www.reversewinesnob.com/2012/01/jack-tone-vineyards-red-wine-bottle.html,Highly Recommended,7.8,7,Other
Jack Tone Vineyards White Blend,Box,Blend,$15.99,The Best Box Wines - Jack Tone Vineyards White Blend (http://www.reversewinesnob.com/2014/11/the-best-box-wines-jack-tone-vineyards-white.html),Highly Recommended,7.8,7,Other
​Original House Wine Riesling,Box,Riesling,$13.99,The Best Box Wines - The Original House Wine Riesling (http://www.reversewinesnob.com/2014/10/the-best-box-wines-original-house-wine-riesling.html),Highly Recommended,7.8,7,Other
Pepperwood Grove The Big Green Box Pinot Noir,Box,Pinot Noir,$16.99,The Best Box Wines - Pepperwood Grove The Big Green Box Pinot Noir (http://www.reversewinesnob.com/2014/10/the-best-box-wines-pepperwood-grove-big-green-box-pinot-noir.html),Highly Recommended,7.8,7,Other
2003 Bodegas Montecillo Gran Reserva,Red,Tempranillo,$16.99,http://www.reversewinesnob.com/2011/08/2003-bodegas-montecillo-gran-reserva.html,Recommended Buy,7.5,9,Other
2008 Chateau le Thil Comte Clary Blanc,White,Blend,$17.99,Chateau le Thil Comte Clary Blanc 2008 - Delectable (http://www.reversewinesnob.com/2013/04/chateau-le-thil-comte-clary-blanc.html),Recommended Buy,7.5,9,Other
2008 Cousino-Macul Finis Terrae,Red,Blend,$17.99,Cousino-Macul Finis Terrae 2008 - Southern Comfort (http://www.reversewinesnob.com/2013/08/cousino-macul-finis-terrae.html),Recommended Buy,7.5,9,Other
2008 Quattro Leoni Vino Rosso Barbera D'Asti,Red,Barbera,$16.99,http://www.reversewinesnob.com/2011/09/2008-quattro-leoni-barbera-dasti-vino.html,Recommended Buy,7.5,9,Other
2008 Seufert Smith Canyon Vineyard Syrah,Red,Syrah,$17.99,"Syrah, Sweet Syrah (http://www.reversewinesnob.com/2012/04/seufert-smith-canyon-vineyard-syrah.html)",Recommended Buy,7.5,9,Other
2009 Chateau Jean Faux Sainte-Ragonde Bordeaux Superieur,Red,Blend,$17.99,Chateau Jean Faux Sainte-Ragonde Bordeaux Superieur 2009 - The Real Thing (http://www.reversewinesnob.com/2014/07/chateau-jean-faux.html),Recommended Buy,7.5,9,Other
2009 Four Vines Paso Robles Biker Zinfandel ,Red,Zinfandel,$17.99,Four Vines Paso Robles Biker Zinfandel 2009 - BFFs with BBQ Sauce (http://www.reversewinesnob.com/2013/03/four-vines-paso-robles-biker-zinfandel.html),Recommended Buy,7.5,9,Other
2009 Romanelli Montefalco Rosso,Red,Blend,$16.99,Montefalco Rosso - The Magic of Sagrantino (http://www.reversewinesnob.com/2014/01/montefalco-rosso-magic-of-sagrantino.html),Recommended Buy,7.5,9,Other
2010 Bellingham The Bernard Series Old Vine Chenin Blanc,White,Chenin Blanc,$17.99,"Goodbye Chardonnay, Hello Chenin Blanc (http://www.reversewinesnob.com/2012/04/bellingham-bernard-series-old-vine.html)",Recommended Buy,7.5,9,Other
2010 Le Cimate Montefalco Rosso,Red,Blend,$17.99,Montefalco Rosso - The Magic of Sagrantino (http://www.reversewinesnob.com/2014/01/montefalco-rosso-magic-of-sagrantino.html),Recommended Buy,7.5,9,Other
2010 Robert Mondavi Winery Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$17.99,Robert Mondavi Winery Napa Valley Cabernet Sauvignon 2010 - A Napa Valley Value? (http://www.reversewinesnob.com/2013/08/robert-mondavi-winery-napa-valley-cabernet.html),Recommended Buy,7.5,9,Costco
2011 Bodega Cuarto Dominio Chento Vineyard Selection Malbec,Red,Malbec,$17.99,Chento Vineyard Selection Malbec 2011 - Spicy and Succulent (http://www.reversewinesnob.com/2014/01/chento-vineyard-selection-malbec.html),Recommended Buy,7.5,9,Other
2011 Bodegas Cuevas Jimenez Ferratus A0,Red,Tempranillo,$17.99,Bodegas Cuevas Jimenez Ferratus A0 2011 - Seriously Fun (http://www.reversewinesnob.com/2013/06/bodegas-cuevas-jimenez-ferratus-a0-2011.html),Recommended Buy,7.5,9,Other
2011 Donnafugata Lighea Zibibbo Sicilia,White,Moscato,$17.99,Donnafugata Lighea Zibibbo Sicilia 2011 - My Kind Of Moscato! (http://www.reversewinesnob.com/2013/01/donnafugata-lighea-zibibbo-sicilia.html),Recommended Buy,7.5,9,Other
"2011 Hundred Acre ""if you see kay"" Red Wine",Red,Blend,$17.99,if you see kay Red Wine 2011 - Irreverent And Really Good (http://www.reversewinesnob.com/2014/08/if-you-see-kay-red-wine.html),Recommended Buy,7.5,9,Other
2011 Moniker Mendocino County Cabernet Sauvignon,Red,Cabernet Sauvignon,$17.99,"Moniker Cabernet Sauvignon 2011 - AKA ""Pretty Darn Tasty"" (http://www.reversewinesnob.com/2014/08/moniker-cabernet-sauvignon.html)",Recommended Buy,7.5,9,Other
2011 Tin Barn Vineyards Hi Vista Vineyard Sauvignon Blanc,White,Sauvignon Blanc,$17.99,Tin Barn Vineyards Sauvignon Blanc 2011 - Smooth and Extremely Drinkable (http://www.reversewinesnob.com/2013/04/tin-barn-vineyards-sauvignon-blanc.html),Recommended Buy,7.5,9,Other
2012 Belle Glos Meiomi Pinot Noir,Red,Pinot Noir,$17.99,"Belle Glos Meiomi Pinot Noir 2012 - Me Oh My, This Is Good! (http://www.reversewinesnob.com/2013/11/belle-glos-meiomi-pinot-noir.html)",Recommended Buy,7.5,9,Costco
2012 Locations F-2 French Red by Dave Phinney,Red,Blend,$17.99,Locations F-2 French Red 2012 - Vive la France! (http://www.reversewinesnob.com/2014/08/locations-f-2-french-red.html),Recommended Buy,7.5,9,Other
Segura Viudas Reserva Heredad Cava,Sparkling,Blend,$17.99,Segura Viudas Reserva Heredad Cava - A Holiday Sparkler Sure To Impress (http://www.reversewinesnob.com/2012/12/segura-viudas-reserva-heredad-cava.html),Recommended Buy,7.5,9,Other
